id,priority,category,title,layer,issuer,rule_no,publish_date,effective_date,current_status,is_core,source_type,business_tags,source_url,local_path,text_path,file_type,downloaded_count,notes,errors
027D,P1,05_银行业监管与行业自律,银行保险机构信息科技外包风险监管办法,银行业监管规范性文件,原中国银保监会办公厅,银保监办发〔2021〕141号,2021-12-30,2021-12-30,现行有效,否,监管官网正文页,信息科技外包;外包风险;集中度风险;托管系统外包;数据安全,https://www.nfra.gov.cn/cn/view/pages/ItemDetail.html?docId=1029035&generaltype=0&itemId=928,01_法规原文库\05_银行业监管与行业自律\027D_银行保险机构信息科技外包风险监管办法\027D_银行保险机构信息科技外包风险监管办法_01_监管官网正文页.html,02_文本抽取库\05_银行业监管与行业自律\027D_银行保险机构信息科技外包风险监管办法\027D_银行保险机构信息科技外包风险监管办法_01_监管官网正文页.txt,html,1,续跑时复用已下载文件,
027E,P1,05_银行业监管与行业自律,银行保险机构操作风险管理办法,部门规章,国家金融监督管理总局,国家金融监督管理总局令2023年第5号,2023-12-27,2024-07-01,现行有效,否,监管官网规则页,操作风险;流程控制;员工行为;信息科技系统;托管运营风险,https://www.nfra.gov.cn/cn/view/pages/rulesDetail.html?docId=1144382,01_法规原文库\05_银行业监管与行业自律\027E_银行保险机构操作风险管理办法\027E_银行保险机构操作风险管理办法_01_监管官网规则页.html,02_文本抽取库\05_银行业监管与行业自律\027E_银行保险机构操作风险管理办法\027E_银行保险机构操作风险管理办法_01_监管官网规则页.txt,html,1,续跑时复用已下载文件,
037A,P1,06_AMAC托管运营估值清算细则,基金中基金估值业务指引（试行）,AMAC估值细则,中国证券投资基金业协会,,2017-05-04,2017-05-04,现行有效,是,AMAC官网附件PDF,FOF;估值;会计核算;托管估值复核,https://www.amac.org.cn/xwfb/hydt/202105/P020231126371221935540.pdf,01_法规原文库\06_AMAC托管运营估值清算细则\037A_基金中基金估值业务指引（试行）\037A_基金中基金估值业务指引（试行）_01_AMAC官网附件PDF.pdf,02_文本抽取库\06_AMAC托管运营估值清算细则\037A_基金中基金估值业务指引（试行）\037A_基金中基金估值业务指引（试行）_01_AMAC官网附件PDF.txt,pdf,1,AMAC法规库旧正文页本地抓取偶发TLS超时；本轮改用协会官网同一发布通知下的附件PDF保存正式文本。; 续跑时复用已下载文件,
044A,P1,08_交易所与登记结算基础设施规则,中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则,基础设施业务规则,中国证券登记结算有限责任公司,,2020-01-17,2020-01-17,现行有效,是,中国结算发布页,ETF;登记结算;清算交收;申购赎回;托管结算,https://www.chinaclear.cn/zdjs/zzbdc/202001/d2e5214900424b2e87d470be660c2865.shtml,01_法规原文库\08_交易所与登记结算基础设施规则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则_01_中国结算发布页.html; 01_法规原文库\08_交易所与登记结算基础设施规则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则_附件01_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则.pdf,02_文本抽取库\08_交易所与登记结算基础设施规则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则_01_中国结算发布页.txt; 02_文本抽取库\08_交易所与登记结算基础设施规则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则\044A_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则_附件01_中国证券登记结算有限责任公司关于交易所交易型开放式证券投资基金登记结算业务实施细则.txt,html; pdf,2,续跑时复用已下载文件,
044B,P2,08_交易所与登记结算基础设施规则,中国证券登记结算有限责任公司上市开放式基金登记结算业务指引,基础设施业务规则,中国证券登记结算有限责任公司,,2024-11-29,2024-11-29,现行有效,否,附件PDF,LOF;登记结算;场内场外;资金结算,https://www.chinaclear.cn/zdjs/kftzgg/202411/909e16e2878a47b38b9fad9c17b04fc8/files/%E4%B8%AD%E5%9B%BD%E8%AF%81%E5%88%B8%E7%99%BB%E8%AE%B0%E7%BB%93%E7%AE%97%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%8A%E5%B8%82%E5%BC%80%E6%94%BE%E5%BC%8F%E5%9F%BA%E9%87%91%E7%99%BB%E8%AE%B0%E7%BB%93%E7%AE%97%E4%B8%9A%E5%8A%A1%E6%8C%87%E5%BC%95-20241129164929221.pdf,01_法规原文库\08_交易所与登记结算基础设施规则\044B_中国证券登记结算有限责任公司上市开放式基金登记结算业务指引\044B_中国证券登记结算有限责任公司上市开放式基金登记结算业务指引_01_附件PDF.pdf,02_文本抽取库\08_交易所与登记结算基础设施规则\044B_中国证券登记结算有限责任公司上市开放式基金登记结算业务指引\044B_中国证券登记结算有限责任公司上市开放式基金登记结算业务指引_01_附件PDF.txt,pdf,1,续跑时复用已下载文件,
045A,P1,08_交易所与登记结算基础设施规则,上海证券交易所交易型开放式指数基金业务实施细则,交易所业务规则,上海证券交易所,,2020-12-04,2020-12-28,现行有效,是,上交所规则页,ETF;申购赎回;上市交易;交易所基金,https://www.sse.com.cn/lawandrules/sselawsrules2025/fund/trading/c/c_20250606_10781071.shtml,01_法规原文库\08_交易所与登记结算基础设施规则\045A_上海证券交易所交易型开放式指数基金业务实施细则\045A_上海证券交易所交易型开放式指数基金业务实施细则_01_上交所规则页.html,02_文本抽取库\08_交易所与登记结算基础设施规则\045A_上海证券交易所交易型开放式指数基金业务实施细则\045A_上海证券交易所交易型开放式指数基金业务实施细则_01_上交所规则页.txt,html,1,续跑时复用已下载文件,
045B,P1,09_跨境与港股通_QDII_REITs_专项,上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）,交易所业务规则,上海证券交易所,上证发〔2021〕9号,2021-01-29,2021-01-29,现行有效,是,上交所发布页;附件DOC,公募REITs;上市审核;发售认购;上市交易;信息披露,https://www.sse.com.cn/reits/regulation/rules/c/c_20210129_5314426.shtml,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\045B_上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）\045B_上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）_01_上交所发布页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\045B_上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）\045B_上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）_附件01_ä¸æµ·è¯å¸äº¤ææå¬å¼åéåºç¡è®¾æ½è¯å¸æèµåºéï¼REITsï¼ä¸å¡åæ³ï¼è¯.doc,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\045B_上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）\045B_上海证券交易所公开募集基础设施证券投资基金（REITs）业务办法（试行）_01_上交所发布页.txt,doc; html,2,续跑时复用已下载文件,
046A,P1,08_交易所与登记结算基础设施规则,深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）,交易所业务规则,深圳证券交易所,深证上〔2022〕559号,2022-06-10,2022-06-10,现行有效,是,深交所发布页,基金交易;申购赎回;ETF;LOF;清算交收,https://www.szse.cn/www/lawrules/rule/fund/t20220610_593780.html,01_法规原文库\08_交易所与登记结算基础设施规则\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）_01_深交所发布页.html; 01_法规原文库\08_交易所与登记结算基础设施规则\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）_附件01_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）.pdf; 01_法规原文库\08_交易所与登记结算基础设施规则\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）_附件02_《深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）》修订条文对照表.pdf,02_文本抽取库\08_交易所与登记结算基础设施规则\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）_01_深交所发布页.txt; 02_文本抽取库\08_交易所与登记结算基础设施规则\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）_附件01_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）.txt; 02_文本抽取库\08_交易所与登记结算基础设施规则\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）\046A_深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）_附件02_《深圳证券交易所证券投资基金交易和申购赎回实施细则（2022年修订）》修订条文对照表.txt,html; pdf,3,续跑时复用已下载文件,
046B,P2,08_交易所与登记结算基础设施规则,深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理,交易所业务规则,深圳证券交易所,深证会〔2025〕231号,2025-07-04,2025-08-01,现行有效,否,深交所发布页,ETF;风险管理;基金管理人;会员;系统控制,https://www.szse.cn/www/lawrules/rule/fund/t20250704_614738.html,01_法规原文库\08_交易所与登记结算基础设施规则\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理_01_深交所发布页.html; 01_法规原文库\08_交易所与登记结算基础设施规则\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理_附件01_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理.pdf; 01_法规原文库\08_交易所与登记结算基础设施规则\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理_附件02_《深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理》修订说明.pdf,02_文本抽取库\08_交易所与登记结算基础设施规则\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理_01_深交所发布页.txt; 02_文本抽取库\08_交易所与登记结算基础设施规则\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理_附件01_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理.txt; 02_文本抽取库\08_交易所与登记结算基础设施规则\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理\046B_深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理_附件02_《深圳证券交易所证券投资基金业务指引第4号——交易型开放式基金风险管理》修订说明.txt,html; pdf,3,续跑时复用已下载文件,
047A,P1,08_交易所与登记结算基础设施规则,银行间债券市场债券登记托管结算管理办法,部门规章,中国人民银行,中国人民银行令〔2009〕第1号,2009-03-26,2009-05-04,现行有效,是,人民银行正文页,银行间债券;登记托管;债券结算;中央结算公司;托管账户,https://www.pbc.gov.cn/jinrongshichangsi/147160/147358/147400/2888296/index.html,01_法规原文库\08_交易所与登记结算基础设施规则\047A_银行间债券市场债券登记托管结算管理办法\047A_银行间债券市场债券登记托管结算管理办法_01_人民银行正文页.html,02_文本抽取库\08_交易所与登记结算基础设施规则\047A_银行间债券市场债券登记托管结算管理办法\047A_银行间债券市场债券登记托管结算管理办法_01_人民银行正文页.txt,html,1,续跑时复用已下载文件,
047B,P1,08_交易所与登记结算基础设施规则,全国银行间债券市场债券交易管理办法,部门规章,中国人民银行,中国人民银行令〔2000〕第2号,2000-04-30,2000-04-30,现行有效,是,人民银行正文页,银行间债券;现券买卖;回购;交易结算;结算代理,https://www.pbc.gov.cn/eportal/fileDir/rhwg/000502f.htm,01_法规原文库\08_交易所与登记结算基础设施规则\047B_全国银行间债券市场债券交易管理办法\047B_全国银行间债券市场债券交易管理办法_01_人民银行正文页.html,02_文本抽取库\08_交易所与登记结算基础设施规则\047B_全国银行间债券市场债券交易管理办法\047B_全国银行间债券市场债券交易管理办法_01_人民银行正文页.txt,html,1,续跑时复用已下载文件,
047C,P2,08_交易所与登记结算基础设施规则,银行间市场清算所股份有限公司债券登记托管、清算结算业务规则,基础设施业务规则,银行间市场清算所股份有限公司,清算所公告〔2014〕13号,2014-09-01,2014-09-01,现行有效,否,上清所发布页,上清所;债券登记托管;清算结算;银行间市场,https://www.shclearing.com.cn/cpyyw/ywgz/202107/t20210713_898125.html,01_法规原文库\08_交易所与登记结算基础设施规则\047C_银行间市场清算所股份有限公司债券登记托管、清算结算业务规则\047C_银行间市场清算所股份有限公司债券登记托管、清算结算业务规则_01_上清所发布页.html,02_文本抽取库\08_交易所与登记结算基础设施规则\047C_银行间市场清算所股份有限公司债券登记托管、清算结算业务规则\047C_银行间市场清算所股份有限公司债券登记托管、清算结算业务规则_01_上清所发布页.txt,html,1,续跑时复用已下载文件,
048A,P1,09_跨境与港股通_QDII_REITs_专项,证券基金经营机构参与内地与香港股票市场交易互联互通指引,规范性文件,中国证监会,证监会公告〔2016〕24号,2016-10-11,2016-10-11,现行有效,是,证监会正文页;附件PDF,港股通;互联互通;公募基金管理人;运营风险;投资者保护,https://www.csrc.gov.cn/csrc/c101932/c1044477/content.shtml,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引_01_证监会正文页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引_附件01_附件：证券基金经营机构参与内地与香港股票市场交易互联互通指引.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引_01_证监会正文页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引\048A_证券基金经营机构参与内地与香港股票市场交易互联互通指引_附件01_附件：证券基金经营机构参与内地与香港股票市场交易互联互通指引.txt,html; pdf,2,该指引废止并替代原《公开募集证券投资基金参与沪港通交易指引》。; 续跑时复用已下载文件,
048B,P2,09_跨境与港股通_QDII_REITs_专项,上海证券交易所沪港通业务实施办法（2024年修订）,交易所业务规则,上海证券交易所,上证发〔2024〕76号,2024-06-14,2024-06-14,现行有效,否,上交所规则库正文页;附件DOCX,沪港通;港股通;ETF互联互通;交易规则,https://www.sse.com.cn/lawandrules/sselawsrules2025/global/hkexsc/c/c_20251017_10795123.shtml,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_01_上交所规则库正文页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_附件01_上海证券交易所沪港通业务实施办法（2024年修订）.docx; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_附件02_《上海证券交易所沪港通业务实施办法（2024年修订）》起草说明.docx; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_附件03_《上海证券交易所沪港通业务实施办法（2024年修订）》施行衔接安排.docx,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_01_上交所规则库正文页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_附件01_上海证券交易所沪港通业务实施办法（2024年修订）.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_附件02_《上海证券交易所沪港通业务实施办法（2024年修订）》起草说明.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048B_上海证券交易所沪港通业务实施办法（2024年修订）\048B_上海证券交易所沪港通业务实施办法（2024年修订）_附件03_《上海证券交易所沪港通业务实施办法（2024年修订）》施行衔接安排.txt,docx; html,4,续跑时复用已下载文件,
048C,P1,09_跨境与港股通_QDII_REITs_专项,内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）,基础设施业务规则,中国证券登记结算有限责任公司,,2022-06-08,2022-06-13,现行有效,是,中国结算发布页,沪港通;深港通;港股通;登记存管;清算交收;跨境资金,https://www.chinaclear.cn/zdjs/gszb/202206/bd1cb5f962f049fcbbb1ab792add9d34.shtml,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）_01_中国结算发布页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）_附件01_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）_01_中国结算发布页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）\048C_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）_附件01_内地与香港股票市场交易互联互通机制登记、存管、结算业务实施细则（2022年4月修订版）.txt,html; pdf,2,续跑时复用已下载文件,
049A,P1,09_跨境与港股通_QDII_REITs_专项,合格境内机构投资者境外证券投资外汇管理规定,外汇管理规范性文件,国家外汇管理局,国家外汇管理局公告2013年第1号,2013-08-21,2013-08-21,现行有效,是,外汇局正文页,QDII;境外证券投资;外汇额度;托管账户;资金汇兑,https://www.safe.gov.cn/safe/2013/0827/5579.html,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\049A_合格境内机构投资者境外证券投资外汇管理规定\049A_合格境内机构投资者境外证券投资外汇管理规定_01_外汇局正文页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\049A_合格境内机构投资者境外证券投资外汇管理规定\049A_合格境内机构投资者境外证券投资外汇管理规定_附件01_合格境内机构投资者境外证券投资外汇管理规定.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\049A_合格境内机构投资者境外证券投资外汇管理规定\049A_合格境内机构投资者境外证券投资外汇管理规定_01_外汇局正文页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\049A_合格境内机构投资者境外证券投资外汇管理规定\049A_合格境内机构投资者境外证券投资外汇管理规定_附件01_合格境内机构投资者境外证券投资外汇管理规定.txt,html; pdf,2,根据外汇局页面提示，部分条款已按汇发〔2023〕8号调整。; 续跑时复用已下载文件,
050A,P1,09_跨境与港股通_QDII_REITs_专项,深圳证券交易所公开募集不动产投资信托基金业务办法（试行）,交易所业务规则,深圳证券交易所,深证上〔2025〕1519号,2025-12-31,2025-12-31,现行有效,是,深交所发布页;附件PDF,不动产REITs;公募REITs;上市审核;发售;交易;持续监管,https://www.szse.cn/lawrules/rule/reits/t20251231_618229.html,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）_01_深交所发布页.html; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）_附件01_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）.pdf; 01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）_附件02_《深圳证券交易所公开募集不动产投资信托基金业务办法（试行）》修订说明.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）_01_深交所发布页.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）_附件01_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）.txt; 02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）\050A_深圳证券交易所公开募集不动产投资信托基金业务办法（试行）_附件02_《深圳证券交易所公开募集不动产投资信托基金业务办法（试行）》修订说明.txt,html; pdf,3,深交所深证上〔2025〕1519号已将2021年《深圳证券交易所公开募集基础设施证券投资基金业务办法（试行）》修订并更名为本规则；原2021年业务办法同时废止。; 续跑时复用已下载文件,
050B,P2,09_跨境与港股通_QDII_REITs_专项,中国证券登记结算有限责任公司深圳证券交易所公开募集基础设施证券投资基金登记结算业务指引（试行）,基础设施业务规则,中国证券登记结算有限责任公司,中国结算发字〔2021〕21号,2021-02-09,2021-02-09,现行有效,否,附件PDF,公募REITs;深交所;登记结算;场内份额;申购赎回,https://www.chinaclear.cn/zdjs/editor_file/20210209141214309.pdf,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050B_中国证券登记结算有限责任公司深圳证券交易所公开募集基础设施证券投资基金登记结算业务指引（试行）\050B_中国证券登记结算有限责任公司深圳证券交易所公开募集基础设施证券投资基金登记结算业务指引（试行）_01_附件PDF.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050B_中国证券登记结算有限责任公司深圳证券交易所公开募集基础设施证券投资基金登记结算业务指引（试行）\050B_中国证券登记结算有限责任公司深圳证券交易所公开募集基础设施证券投资基金登记结算业务指引（试行）_01_附件PDF.txt,pdf,1,续跑时复用已下载文件,
050C,P3,09_跨境与港股通_QDII_REITs_专项,中国证券登记结算有限责任公司深圳证券交易所基金通平台公开募集基础设施证券投资基金份额转让登记结算业务指引（试行）,基础设施业务规则,中国证券登记结算有限责任公司,,2022-01-28,2022-01-28,现行有效,否,附件PDF,公募REITs;基金通平台;份额转让;登记结算,https://www.chinaclear.cn/zdjs/jjdltz/202201/34b9bf81f1a44a06afcb8965c880295e/files/20220128150620257.pdf,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\050C_中国证券登记结算有限责任公司深圳证券交易所基金通平台公开募集基础设施证券投资基金份额转让登记结算业务指引（试行）\050C_中国证券登记结算有限责任公司深圳证券交易所基金通平台公开募集基础设施证券投资基金份额转让登记结算业务指引（试行）_01_附件PDF.pdf,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\050C_中国证券登记结算有限责任公司深圳证券交易所基金通平台公开募集基础设施证券投资基金份额转让登记结算业务指引（试行）\050C_中国证券登记结算有限责任公司深圳证券交易所基金通平台公开募集基础设施证券投资基金份额转让登记结算业务指引（试行）_01_附件PDF.txt,pdf,1,续跑时复用已下载文件,
051A,P1,09_跨境与港股通_QDII_REITs_专项,公开募集证券投资基金投资信用衍生品指引,规范性文件,中国证监会,证监会公告〔2019〕1号,2019-01-15,2019-01-15,现行有效,是,AMAC法规库转载,信用衍生品;公募基金投资限制;风险对冲;信息披露;估值,https://fg.amac.org.cn/governmentrules_3854/zcgz_gfxwj/gfxwj_gmjj/gfxwj_gmjj_tzyz/202003/t20200312_24729.html,01_法规原文库\09_跨境与港股通_QDII_REITs_专项\051A_公开募集证券投资基金投资信用衍生品指引\051A_公开募集证券投资基金投资信用衍生品指引_01_AMAC法规库转载.html,02_文本抽取库\09_跨境与港股通_QDII_REITs_专项\051A_公开募集证券投资基金投资信用衍生品指引\051A_公开募集证券投资基金投资信用衍生品指引_01_AMAC法规库转载.txt,html,1,续跑时复用已下载文件,
