id,legacy_id,priority,category,title,layer,doc_type,issuer,rule_no,publish_date,effective_date,current_status,record_role,ingest_status,is_core,source_type,product_tags,business_line_tags,market_tags,business_tags,catalog_paths,key_obligations,source_url,local_path,text_path,file_type,downloaded_count,notes,errors
TB174,TB174,P1,B_机构治理与核心业务条线/B-09客户服务、合同与法律事务,基金业、证券业、银行业投诉处理、纠纷调解、自律处分规则,自律规则,自律规则,行业自律组织,,,,待核验,混合资料,待拆分核验,否,官方入口,,合同法务,,自律规则; B; 合同法务,B_机构治理与核心业务条线 > B-09 客户服务、合同与法律事务,基金业、证券业、银行业投诉处理、纠纷调解、自律处分规则,https://www.csrc.gov.cn/; https://www.amac.org.cn/; https://www.nfra.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：同时包含规则和辅助资料; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB175,TB175,P0,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,各类产品设立、注册、备案、发行、募集、投资、运作、终止清算规则,产品规则,产品规则,,,,,待核验,规则组索引,待拆分入库,是,官方入口,,清算交收; 销售,,产品规则; B; 清算交收; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准,各类产品设立、注册、备案、发行、募集、投资、运作、终止清算规则,https://www.csrc.gov.cn/; https://www.amac.org.cn/; https://www.nfra.gov.cn/; https://www.safe.gov.cn/,,,,0,组合型P0目录已入官方入口；正式适用应回到具体规则正文核验; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB176,TB176,P0,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,公开募集证券投资基金销售机构监督管理办法,监管规则; 证监会,监管规则; 证监会,中国证监会,证监会令第175号,2020-08-28,2020-10-01,现行有效,正式规则,已入库,是,证监会规章库正文页;发布页,公募基金,销售,,监管规则; B; 证监会; C; 基金销售; 销售机构; 销售结算资金; 适当性; 商业银行销售资格; 内部控制; 公募基金; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准; C_产品专册 > C-01 公募基金 > C-01-01 基础规则,,https://www.csrc.gov.cn/csrc/c106256/c1653806/content.shtml; https://www.csrc.gov.cn/csrc/c101877/c1039190/content.shtml,01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_01_证监会规章库正文页.html; 01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_02_证监会发布页.html; 01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件01_《公开募集证券投资基金销售机构监督管理办法》.pdf; 01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件02_《公开募集证券投资基金销售机构监督管理办法》及配套规则修订说明.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_01_证监会规章库正文页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_02_证监会发布页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件01_《公开募集证券投资基金销售机构监督管理办法》.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB176_公开募集证券投资基金销售机构监督管理办法\056_公开募集证券投资基金销售机构监督管理办法_附件02_《公开募集证券投资基金销售机构监督管理办法》及配套规则修订说明.txt,html; pdf,4,销售机构监管主规章，覆盖商业银行等基金销售机构的注册、内控、销售行为和基金销售结算资金安全要求。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB177,TB177,P1,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,基金销售费用、宣传推介、风险揭示、投资者教育相关规则,监管规则,监管规则,,,,,待核验,规则组索引,待拆分入库,否,官方入口,,销售,,监管规则; B; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准,基金销售费用、宣传推介、风险揭示、投资者教育相关规则,https://www.csrc.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB178,TB178,P1,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,理财产品销售管理、销售适当性、宣传销售文本、销售人员管理规则,理财规则,理财规则,,,,,待核验,规则组索引,待拆分入库,否,官方入口,,销售,,理财规则; B; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准,理财产品销售管理、销售适当性、宣传销售文本、销售人员管理规则,https://www.nfra.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB179,TB179,P0,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,公开募集证券投资基金业绩比较基准指引,自律规则,自律规则,中国证监会,证监会公告〔2026〕3号,2026-01-22,2026-03-01,现行有效,正式规则,已入库,是,证监会公告页;附件PDF,,销售,,自律规则; B; 业绩比较基准; 投资风格; 基金合同; 招募说明书; 定期报告; 托管人复核; 销售展示; 基金评价; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准,,https://www.csrc.gov.cn/csrc/c101954/c7610812/content.shtml; https://www.csrc.gov.cn/csrc/c101954/c7610812/7610812/files/%E9%99%84%E4%BB%B61%EF%BC%9A%E5%85%AC%E5%BC%80%E5%8B%9F%E9%9B%86%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%91%E4%B8%9A%E7%BB%A9%E6%AF%94%E8%BE%83%E5%9F%BA%E5%87%86%E6%8C%87%E5%BC%95.pdf,01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB179_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_01_证监会公告页.html; 01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB179_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_02_证监会附件PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB179_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_01_证监会公告页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB179_公开募集证券投资基金业绩比较基准指引\055_公开募集证券投资基金业绩比较基准指引_02_证监会附件PDF.txt,html; pdf,2,来自2026-06-01 Gmail附件并已核对证监会公告页。第八条第四款、第九条、第十六条第一款、第十七条自施行一年后执行；第十五条第二款、第三款自施行六个月后执行。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB180,TB180,P0,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,公开募集证券投资基金业绩比较基准操作细则,自律规则,自律规则,中国证券投资基金业协会,中基协发〔2026〕2号,2026-01-23,2026-03-01,现行有效,正式规则,已入库,是,AMAC公告页;附件PDF,,销售,,自律规则; B; 业绩比较基准; 要素库; 定期报告; 投资风格监测; 托管人合同审核; 投资监督; 信息披露复核; 基金评价; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准,,https://www.amac.org.cn/xwfb/xhyw/202601/t20260123_27602.html; https://www.amac.org.cn/xwfb/xhyw/202601/P020260421579395559123.pdf,01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB180_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_01_AMAC公告页.html; 01_法规原文库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB180_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_02_AMAC附件PDF.pdf,02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB180_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_01_AMAC公告页.txt; 02_文本抽取库\B_机构治理与核心业务条线\B-10产品开发、销售支持与业绩比较基准\TB180_公开募集证券投资基金业绩比较基准操作细则\055A_公开募集证券投资基金业绩比较基准操作细则_02_AMAC附件PDF.txt,html; pdf,2,来自2026-06-01 Gmail附件并已核对基金业协会公告页。第十三条、第十四条、第二十三条、第二十四条、第二十五条自施行一年后执行；第二十条、第二十一条、第二十二条自施行六个月后执行。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB181,TB181,P1,B_机构治理与核心业务条线/B-10产品开发、销售支持与业绩比较基准,业绩比较基准相关指标解释、基准收益率计算参考及基准示例,配套材料,配套材料,,,,,不适用,辅助资料,仅辅助资料,否,官方入口,,销售,,配套材料; B; 销售,B_机构治理与核心业务条线 > B-10 产品开发、销售支持与业绩比较基准,,https://www.csrc.gov.cn/; https://www.amac.org.cn/; https://www.csindex.com.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：未命中规则关键词，暂按辅助资料待复核; 分类口径：未命中规则关键词，暂按辅助资料处理,
TB182,TB182,P0,C_产品专册/C-01公募基金/C-01-01基础规则,公开募集证券投资基金风险准备金监督管理暂行办法,证监会,证监会,中国证监会,证监会令第94号,2013-09-24,2014-01-01,现行有效,正式规则,已入库,是,正文页;附件,公募基金,,,证监会; C; 风险准备金; 托管人计提; 风险补偿; 公募基金,C_产品专册 > C-01 公募基金 > C-01-01 基础规则,,https://www.csrc.gov.cn/csrc/c101895/c1037888/content.shtml; https://www.csrc.gov.cn/csrc/c106256/c1653975/1653975/files/57b202cc56a34e5c8eb704de8dbcc1e7.pdf,01_法规原文库\C_产品专册\C-01公募基金\C-01-01基础规则\TB182_公开募集证券投资基金风险准备金监督管理暂行办法\013_公开募集证券投资基金风险准备金监督管理暂行办法_01_正文页.html; 01_法规原文库\C_产品专册\C-01公募基金\C-01-01基础规则\TB182_公开募集证券投资基金风险准备金监督管理暂行办法\013_公开募集证券投资基金风险准备金监督管理暂行办法_02_附件PDF.pdf,02_文本抽取库\C_产品专册\C-01公募基金\C-01-01基础规则\TB182_公开募集证券投资基金风险准备金监督管理暂行办法\013_公开募集证券投资基金风险准备金监督管理暂行办法_01_正文页.txt; 02_文本抽取库\C_产品专册\C-01公募基金\C-01-01基础规则\TB182_公开募集证券投资基金风险准备金监督管理暂行办法\013_公开募集证券投资基金风险准备金监督管理暂行办法_02_附件PDF.txt,html; pdf,2,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB183,TB183,P1,C_产品专册/C-01公募基金/C-01-01基础规则,基金管理公司投资管理人员管理指导意见,证监会,证监会,中国证监会,证监会公告〔2009〕3号,2009-03-17,2009-04-01,现行有效,正式规则,已入库,否,正文页,公募基金,,,证监会; C; 人员治理; 信息隔离; 投资管理; 公募基金,C_产品专册 > C-01 公募基金 > C-01-01 基础规则,,https://www.csrc.gov.cn/csrc/c101877/c1029635/content.shtml,01_法规原文库\C_产品专册\C-01公募基金\C-01-01基础规则\TB183_基金管理公司投资管理人员管理指导意见\006_基金管理公司投资管理人员管理指导意见_01_正文页.html,02_文本抽取库\C_产品专册\C-01公募基金\C-01-01基础规则\TB183_基金管理公司投资管理人员管理指导意见\006_基金管理公司投资管理人员管理指导意见_01_正文页.txt,html,1,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB184,TB184,P1,C_产品专册/C-01公募基金/C-01-01基础规则,公募基金行业合规管理手册,自律规则,自律规则,中国证券投资基金业协会,,2025-01-22,,待核验,正式规则,已入库待复核,否,附件PDF,公募基金,,,自律规则; C; 合规管理; 托管运营; 公募基金,C_产品专册 > C-01 公募基金 > C-01-01 基础规则,,https://www.amac.org.cn/hyyj/hjtj/202005/P020250122588393150509.pdf,01_法规原文库\C_产品专册\C-01公募基金\C-01-01基础规则\TB184_公募基金行业合规管理手册\038_公募基金行业合规管理手册_01_附件PDF.pdf,02_文本抽取库\C_产品专册\C-01公募基金\C-01-01基础规则\TB184_公募基金行业合规管理手册\038_公募基金行业合规管理手册_01_附件PDF.txt,pdf,1,辅助资料，不作为强制规则; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：命中误分类修正清单：单项具约束力规则,
TB185,TB185,P0,C_产品专册/C-01公募基金/C-01-01基础规则,基金从业人员管理规则,自律规则,自律规则,中国证券投资基金业协会,,2023-11-24,,现行有效,正式规则,已入库,是,发布页;附件PDF,公募基金,,,自律规则; C; G; 从业人员; 人员管理; 职业规范; 公募基金,C_产品专册 > C-01 公募基金 > C-01-01 基础规则; G_培训资质、知识运营与版本治理 > G-01 培训、资格与后续教育,基金从业人员管理规则,https://www.amac.org.cn/xwfb/xhyw/202311/t20231124_24119.html; https://www.amac.org.cn/xwfb/xhyw/202311/P020231126420114603815.pdf,01_法规原文库\C_产品专册\C-01公募基金\C-01-01基础规则\TB185_基金从业人员管理规则\041_基金从业人员管理规则_01_发布页.html; 01_法规原文库\C_产品专册\C-01公募基金\C-01-01基础规则\TB185_基金从业人员管理规则\041_基金从业人员管理规则_02_附件PDF.pdf,02_文本抽取库\C_产品专册\C-01公募基金\C-01-01基础规则\TB185_基金从业人员管理规则\041_基金从业人员管理规则_01_发布页.txt; 02_文本抽取库\C_产品专册\C-01公募基金\C-01-01基础规则\TB185_基金从业人员管理规则\041_基金从业人员管理规则_02_附件PDF.txt,html; pdf,2,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB186,TB186,P0,C_产品专册/C-01公募基金/C-01-02合同、注册、披露文件,证券投资基金招募说明书内容与格式准则,格式准则,格式准则,,,,,待核验,正式规则,待核验原文,是,官方入口,公募基金,披露报送; 合同法务,,格式准则; C; 公募基金; 披露报送; 合同法务,C_产品专册 > C-01 公募基金 > C-01-02 合同、注册、披露文件,,https://www.csrc.gov.cn/; https://www.amac.org.cn/,,,,0,组合型P0目录已入官方入口；正式适用应回到具体规则正文核验; 自动下载未完成，已转官方入口辅助资料：国家法律法规数据库未检索到：证券投资基金招募说明书内容与格式准则; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 自动下载未完成，保留官方入口线索：国家法律法规数据库未检索到：证券投资基金招募说明书内容与格式准则; 分类口径：命中误分类修正清单：单项具约束力规则; 正式规则不得以辅助资料状态结案；需补入官方原文并核验现行性,
TB187,TB187,P0,C_产品专册/C-01公募基金/C-01-02合同、注册、披露文件,证券投资基金基金合同内容与格式准则,格式准则,格式准则,,,,,待核验,正式规则,待核验原文,是,官方入口,公募基金,披露报送; 合同法务,,格式准则; C; 公募基金; 披露报送; 合同法务,C_产品专册 > C-01 公募基金 > C-01-02 合同、注册、披露文件,,https://www.csrc.gov.cn/; https://www.amac.org.cn/,,,,0,组合型P0目录已入官方入口；正式适用应回到具体规则正文核验; 自动下载未完成，已转官方入口辅助资料：国家法律法规数据库未检索到：证券投资基金基金合同内容与格式准则; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 自动下载未完成，保留官方入口线索：国家法律法规数据库未检索到：证券投资基金基金合同内容与格式准则; 分类口径：命中误分类修正清单：单项具约束力规则; 正式规则不得以辅助资料状态结案；需补入官方原文并核验现行性,
TB188,TB188,P0,C_产品专册/C-01公募基金/C-01-02合同、注册、披露文件,公开募集基金募集申请注册行政许可事项服务指南,服务指南,服务指南,中国证监会,,,,待核验,正式规则,已入库,是,证监会服务指南页,公募基金,披露报送; 合同法务,,服务指南; C; 基金募集注册; 基金合同; 招募说明书; 托管协议草案; 申报材料; 公募基金; 披露报送; 合同法务,C_产品专册 > C-01 公募基金 > C-01-02 合同、注册、披露文件,,https://www.csrc.gov.cn/csrc/c101968/c4638336/content.shtml,01_法规原文库\C_产品专册\C-01公募基金\C-01-02合同、注册、披露文件\TB188_公开募集基金募集申请注册行政许可事项服务指南\052C_公开募集基金募集申请注册行政许可事项服务指南_01_证监会服务指南页.html,02_文本抽取库\C_产品专册\C-01公募基金\C-01-02合同、注册、披露文件\TB188_公开募集基金募集申请注册行政许可事项服务指南\052C_公开募集基金募集申请注册行政许可事项服务指南_01_证监会服务指南页.txt,html,1,服务指南用于定位托管协议草案等申报材料要求，不作为实体规则正文。; 续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理,
TB189,TB189,P0,C_产品专册/C-01公募基金/C-01-02合同、注册、披露文件,公开募集证券投资基金产品资料概要格式准则,格式准则,格式准则,,,,,待核验,正式规则,待核验原文,是,官方入口,公募基金,披露报送; 合同法务,,格式准则; C; 公募基金; 披露报送; 合同法务,C_产品专册 > C-01 公募基金 > C-01-02 合同、注册、披露文件,,https://www.csrc.gov.cn/; https://www.amac.org.cn/; https://www.nfra.gov.cn/; https://www.safe.gov.cn/,,,,0,组合型P0目录已入官方入口；正式适用应回到具体规则正文核验; 自动下载未完成，已转官方入口辅助资料：国家法律法规数据库未检索到：公开募集证券投资基金产品资料概要格式准则; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 自动下载未完成，保留官方入口线索：国家法律法规数据库未检索到：公开募集证券投资基金产品资料概要格式准则; 分类口径：命中误分类修正清单：单项具约束力规则; 正式规则不得以辅助资料状态结案；需补入官方原文并核验现行性,
TB190,TB190,P1,C_产品专册/C-01公募基金/C-01-02合同、注册、披露文件,中国证券投资基金电子披露网站规则,平台,平台,,,,,待核验,规则组索引,待拆分入库,否,官方入口,公募基金,披露报送; 合同法务,,平台; C; 公募基金; 披露报送; 合同法务,C_产品专册 > C-01 公募基金 > C-01-02 合同、注册、披露文件,中国证券投资基金电子披露网站规则,https://eid.csrc.gov.cn/fund/; https://www.csrc.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB191,TB191,P0,C_产品专册/C-01公募基金/C-01-03货币基金,货币市场基金监督管理办法,证监会,证监会,中国证监会、中国人民银行,证监会令第120号,2015-12-17,2016-02-01,现行有效,正式规则,已入库,是,附件PDF,公募基金,,,证监会; C; 货币基金; 偏离度; 流动性; 快速赎回; 公募基金,C_产品专册 > C-01 公募基金 > C-01-03 货币基金,,https://www.csrc.gov.cn/csrc/c106256/c1654015/1654015/files/52c60ebbeb5642e08f9f629bb8ed190e.pdf,01_法规原文库\C_产品专册\C-01公募基金\C-01-03货币基金\TB191_货币市场基金监督管理办法\019_货币市场基金监督管理办法_01_附件PDF.pdf,02_文本抽取库\C_产品专册\C-01公募基金\C-01-03货币基金\TB191_货币市场基金监督管理办法\019_货币市场基金监督管理办法_01_附件PDF.txt,pdf,1,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
TB192,TB192,P0,C_产品专册/C-01公募基金/C-01-03货币基金,货币市场基金信息披露特别规定,证监会,证监会,中国证监会,,,,待核验,正式规则,待核验原文,是,官方入口,公募基金,披露报送,,证监会; C; 公募基金; 披露报送,C_产品专册 > C-01 公募基金 > C-01-03 货币基金,,https://www.csrc.gov.cn/; https://www.amac.org.cn/,,,,0,组合型P0目录已入官方入口；正式适用应回到具体规则正文核验; 自动下载未完成，已转官方入口辅助资料：国家法律法规数据库未检索到：货币市场基金信息披露特别规定; 官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 自动下载未完成，保留官方入口线索：国家法律法规数据库未检索到：货币市场基金信息披露特别规定; 分类口径：命中误分类修正清单：单项具约束力规则; 正式规则不得以辅助资料状态结案；需补入官方原文并核验现行性,
TB193,TB193,P1,C_产品专册/C-01公募基金/C-01-03货币基金,货币基金流动性风险、影子定价、偏离度、摊余成本法规则,证监会,证监会,中国证监会,,,,待核验,规则组索引,待拆分入库,否,官方入口,公募基金,,,证监会; C; 公募基金,C_产品专册 > C-01 公募基金 > C-01-03 货币基金,货币基金流动性风险、影子定价、偏离度、摊余成本法规则,https://www.csrc.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB194,TB194,P1,C_产品专册/C-01公募基金/C-01-03货币基金,货币基金估值、收益分配、万份收益、七日年化收益披露规则,会计估值,会计估值,,,,,待核验,规则组索引,待拆分入库,否,官方入口,公募基金,核算估值; 披露报送,,会计估值; C; 公募基金; 核算估值; 披露报送,C_产品专册 > C-01 公募基金 > C-01-03 货币基金,货币基金估值、收益分配、万份收益、七日年化收益披露规则,https://www.amac.org.cn/; https://www.csrc.gov.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB195,TB195,P1,C_产品专册/C-01公募基金/C-01-04ETF、LOF与场内基金,ETF申赎清单、PCF、现金替代、退补款、最小申赎单位、停复牌、风险管理业务通知,交易所,交易所,证券交易所,,,,待核验,规则组索引,待拆分入库,否,官方入口,公募基金,,交易所,交易所; C; 公募基金,C_产品专册 > C-01 公募基金 > C-01-04 ETF、LOF与场内基金,,https://www.sse.com.cn/; https://www.szse.cn/; https://www.bse.cn/; https://www.chinaclear.cn/; https://www.csindex.com.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB196,TB196,P1,C_产品专册/C-01公募基金/C-01-04ETF、LOF与场内基金,跨市场ETF、债券ETF、黄金ETF、货币ETF、商品ETF、跨境ETF、北交所ETF相关规则,交易所/中登,交易所/中登,证券交易所,,,,待核验,规则组索引,待拆分入库,否,官方入口,公募基金,,交易所; 跨境,交易所/中登; C; 公募基金; 交易所; 跨境,C_产品专册 > C-01 公募基金 > C-01-04 ETF、LOF与场内基金,跨市场ETF、债券ETF、黄金ETF、货币ETF、商品ETF、跨境ETF、北交所ETF相关规则,https://www.chinaclear.cn/; https://www.sse.com.cn/; https://www.szse.cn/; https://www.bse.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB197,TB197,P1,C_产品专册/C-01公募基金/C-01-04ETF、LOF与场内基金,SJSMX1、BJSMX1、ETF申赎、登记结算、行情、公告、业务确认接口规范,接口,接口,,,,,待核验,规则组索引,待拆分入库,否,官方入口,公募基金,,,接口; C; 公募基金,C_产品专册 > C-01 公募基金 > C-01-04 ETF、LOF与场内基金,,https://www.chinaclear.cn/; https://www.sse.com.cn/; https://www.szse.cn/; https://www.bse.cn/; https://www.csindex.com.cn/,,,,0,官方入口仅记入台账；不作为本地正式原文; 尚无本地正式原文，待月度巡检; 分类口径：命中误分类修正清单：规则集合需拆分为具体规则; 规则集合不得以辅助资料状态结案；需拆分具体规则后逐条入库,
TB198,TB198,P0,C_产品专册/C-01公募基金/C-01-05QDII、港股通、跨境公募基金,合格境内机构投资者境外证券投资管理试行办法,证监会,证监会,中国证监会,证监会令第46号,2007-06-18,2007-07-05,现行有效,正式规则,已入库,是,规章库正文页,公募基金; QDII; QFII,,跨境; 港股通; 外汇,证监会; C; QDII; 境外投资; 境外托管; 外汇; 信披; 公募基金; QFII; 跨境; 港股通,C_产品专册 > C-01 公募基金 > C-01-05 QDII、港股通、跨境公募基金; C_产品专册 > C-08 外汇、QDII、QFII、互联互通与跨境产品,关于实施《合格境内机构投资者境外证券投资管理试行办法》有关问题的通知,https://www.csrc.gov.cn/csrc/c106256/c1653919/content.shtml; https://www.csrc.gov.cn/csrc/c101932/c1044480/content.shtml,01_法规原文库\C_产品专册\C-01公募基金\C-01-05QDII、港股通、跨境公募基金\TB198_合格境内机构投资者境外证券投资管理试行办法\022A_合格境内机构投资者境外证券投资管理试行办法_01_正文页.html; 01_法规原文库\C_产品专册\C-01公募基金\C-01-05QDII、港股通、跨境公募基金\TB198_合格境内机构投资者境外证券投资管理试行办法\022A_合格境内机构投资者境外证券投资管理试行办法_02_正文页.html,02_文本抽取库\C_产品专册\C-01公募基金\C-01-05QDII、港股通、跨境公募基金\TB198_合格境内机构投资者境外证券投资管理试行办法\022A_合格境内机构投资者境外证券投资管理试行办法_01_正文页.txt; 02_文本抽取库\C_产品专册\C-01公募基金\C-01-05QDII、港股通、跨境公募基金\TB198_合格境内机构投资者境外证券投资管理试行办法\022A_合格境内机构投资者境外证券投资管理试行办法_02_正文页.txt,html,2,续跑时复用已下载文件; 复用旧公募基金托管库原文/文本; 分类口径：标题包含规则关键词，按正式规则处理; 分类口径：已有正式原文且状态为现行有效,
